Question	Expected Answer	Source (Youtube URL)	Product	Question Type	Intent_Category	Intent_SubCategory
8. How do I create the steamer tray with handle?	To create the steamer tray: - **Arc Tool**: Use two-point arc to create the tray shape - **Complete Shape**: Use pencil tool to close the arc into a face - **Push/Pull**: Extrude to create the tray depth - **Handle Creation**: Use circle and follow-me tools for the handle - **Mirror Technique**: Create half the handle, then mirror it  ✅ **Pro Tip**: Use the follow-me tool to create curved handles by following a path.  ## Adding Details and Accessories		SketchUp_Pro_(Desktop)	How-to	SketchUp_Pro_(Desktop)	Drawing_&_Modeling_Tools
1. What is the role of AI in professional 3D practice?	AI in professional 3D practice serves multiple purposes: - **Research and Development**: Companies invest in AI research to stay competitive - **Workflow Efficiency**: AI tools help automate and streamline design processes - **Creative Inspiration**: Generative AI provides new design possibilities - **Data Processing**: AI handles large datasets from drones, surveys, and aerial imagery - **Quality Assurance**: AI can review construction documents and catch errors  ✅ **Key Point**: AI should be invisible, affordable, and seamless in your workflow - not something that causes more time or damage.		SketchUp_Pro_(Desktop)	What	SketchUp_Pro_(Desktop)	Drawing_&_Modeling_Tools
2. How do companies establish an AI research and development mandate?	Establishing an AI R&D mandate requires: - **Leadership Support**: Executive buy-in with real budget allocation - **Dedicated Personnel**: Staff specifically assigned to AI research and testing - **Regular Reporting**: Bi-weekly newsletters on AI trends and developments - **Conference Attendance**: Staying current with industry developments - **Tool Testing**: Evaluating new AI software and integration methods  ⚠️ **Important**: Without leadership support and budget allocation, AI initiatives often fail to gain traction.		SketchUp_Pro_(Desktop)	How-to	SketchUp_Pro_(Desktop)	Drawing_&_Modeling_Tools
4. How can Perplexity improve research compared to Google?	Perplexity offers several advantages over traditional Google searches: - **Shows Sources**: Displays where information comes from - **Provides Context**: Explains why certain results were selected - **No Ads**: Filters out advertising clutter - **Video Integration**: Includes relevant video content - **Conversational**: Allows follow-up questions and clarifications  ✅ **Pro Tip**: Use Perplexity for product research, technical comparisons, and detailed analysis instead of basic Google searches.		SketchUp_Pro_(Desktop)	How-to	SketchUp_Pro_(Desktop)	Drawing_&_Modeling_Tools
6. What are the best chatbots for different purposes?	Each chatbot has different strengths:  - **Perplexity**: Best for research and fact-finding - **ChatGPT**: Good for general writing and brainstorming - **Claude**: Excellent for detailed analysis and technical writing - **Gemini**: Strong for creative tasks and image generation  ✅ **Strategy**: Use multiple chatbots and compare results for important projects.  ## Generative AI Tools		SketchUp_Pro_(Desktop)	What	SketchUp_Pro_(Desktop)	Drawing_&_Modeling_Tools
19. How will AI change the landscape architecture profession?	AI will transform the profession by: - **Automating Routine Tasks**: Freeing time for creative design - **Enhancing Visualization**: Creating more compelling presentations - **Improving Accuracy**: Reducing errors in documentation - **Expanding Capabilities**: Enabling new types of analysis - **Changing Skills**: Requiring prompt engineering and AI literacy  ⚠️ **Adaptation**: Professionals need to learn AI tools to remain competitive.		SketchUp_Pro_(Desktop)	How-to	SketchUp_Pro_(Desktop)	Drawing_&_Modeling_Tools
24. How much time should be allocated to AI research and development?	Time allocation varies but typically involves: - **Newsletter Creation**: 2-15 hours per week for trend research - **Tool Testing**: Regular evaluation of new AI software - **Conference Attendance**: Staying current with industry developments - **Team Training**: Educating staff on new tools and workflows  ⚠️ **Important**: AI research requires dedicated personnel and ongoing commitment.		SketchUp_Pro_(Desktop)	How-to	SketchUp_Pro_(Desktop)	Drawing_&_Modeling_Tools
1. What is the primary focus and learning objective of this Principled Architects: Utah Students Learn to Build Responsibly tutorial?	Answer: This comprehensive tutorial covers principled architects: utah students learn to build responsibly with the following key objectives: • We're going to spend some time with Hiroko and Atsushi, and we're going to see how their design buil... • Master the specific techniques demonstrated in this tutorial • Develop industry-standard modeling capabilities • Apply best practices for efficient workflow  The tutorial is designed for beginners and new SketchUp users and provides beginner level instruction.		SketchUp_Pro_(Desktop)	What	SketchUp_Pro_(Desktop)	Drawing_&_Modeling_Tools
2. What prerequisites and setup requirements are needed before starting this Principled Architects: Utah Students Learn to Build Responsibly tutorial?	Answer: Before beginning this tutorial, ensure you have: • SketchUp installed and updated to the latest version • Basic familiarity with SketchUp interface • Understanding of fundamental modeling concepts • Access to the required tools and extensions mentioned  ✅ Proper setup ensures smooth learning experience and prevents technical issues.		SketchUp_Pro_(Desktop)	What	SketchUp_Pro_(Desktop)	Drawing_&_Modeling_Tools
13. How do the techniques in this Principled Architects: Utah Students Learn to Build Responsibly tutorial integrate with other SketchUp features and extensions?	Answer: The demonstrated techniques seamlessly integrate with: • **Core Features:** Other modeling tools and components • **Extensions:** Third-party plugins and add-ons • **Import/Export:** File formats and external software • **Collaboration:** Team workflows and sharing  **Extension Compatibility:** Works with most popular SketchUp extensions Compatible with rendering and visualization plugins Integrates with project management tools  🔗 Understanding these integrations expands your creative and professional capabilities.		SketchUp_Pro_(Desktop)	How-to	SketchUp_Pro_(Desktop)	Drawing_&_Modeling_Tools
